编号,名字,性别,字号,年龄,正史,籍贯,父亲,母亲,兄弟,配偶,孩子,官职,主效,效力,总年数,年代列表,总章节,章节列表,历史,小说,头像,链接,效力数,配偶数
4462,郤俭[魏],男,郤儉,？-？,史实人物,豫州颍川郡(河南许昌市禹州),未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,方士。传说能辟谷，食茯苓。绝食百日，而尚能行步起居自若云。,未知,http://www.e3ol.com/biography/pic/id/240/4462.jpg,http://www.e3ol.com/biography/html/郤俭[魏]/,1,0
4143,王布,男,王布,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,寿春将王布示之马射，既而问之曰：“吴之君子亦能斯乎？”陟曰：“此军人骑士肄业所及，士大夫君子未有为之者矣。”布大惭。,未知,http://www.e3ol.com/biography/pic/id/240/4143.jpg,http://www.e3ol.com/biography/html/王布/,1,0
1995,陈正,男,陳正,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,孙权末年，任无难督。时孙权欲废太子孙和而立孙亮，上书谏止，遭族诛。,未知,http://www.e3ol.com/biography/pic/id/240/1995.jpg,http://www.e3ol.com/biography/html/陈正/,1,0
4282,王延,男,王延,？-？,史实人物,扬州庐江郡(安徽巢湖市庐江县西南),未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,王蕃弟。蕃死，孙皓迁蕃家属至广州。郭马反，延不为马用，被害。,未知,http://www.e3ol.com/biography/pic/id/240/4282.jpg,http://www.e3ol.com/biography/html/王延/,1,0
5643,李邵[东汉],男,李邵,？-？,史实人物,司隶河内郡野王(河南沁阳市),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,任冀州刺史。关东讨董卓兵起，他不从司马朗劝，徙居温县，使边山之民内徙后发生变乱。后任钜鹿太守，隶冀州牧袁绍。初平三年（192），袁绍与公孙瓒战于界桥（今河北威县东），他以公孙瓒兵强，欲附瓒。袁绍遂以董昭领钜鹿，去其职。,未知,http://www.e3ol.com/biography/pic/id/240/5643.jpg,http://www.e3ol.com/biography/html/李邵[东汉]/,1,0
1824,曹潜,男,曹潜,？-233,史实人物,豫州沛国谯(安徽亳州市亳县),曹铄,未知,未知,未知,曹偃,暂无相关记载,魏,魏,0,未知,0,未知,魏王公。相殇王铄之子。青龙元年（233），潜嗣爵。其年卒，谥曰愍王。,未知,http://www.e3ol.com/biography/pic/id/240/1824.jpg,http://www.e3ol.com/biography/html/曹潜/,1,0
5404,种邵,男,申甫,？-194,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,1,公元194年,1,第10回,少知名。中平末为谏议大夫。献帝初从侍中出为益、涼二州刺史。会父死，不之职。与马腾等共攻李傕、郭汜，军败，邵等皆死。,西凉太守马腾、并州刺史韩遂，杀奔长安来，声言讨贼。李傕、郭汜用贾诩之计。恰好长安城中马宇家僮，出首家主与刘范、种邵外连马腾、韩遂，欲为内应等情。李傕、郭汜大怒，尽收三家老少良贱，斩于市，把三颗首级直来门前号令。,http://www.e3ol.com/biography/pic/id/240/5404.jpg,http://www.e3ol.com/biography/html/种邵/,1,0
3477,毛甘,男,毛甘,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,起义军,起义军,0,未知,0,未知,三国时歙县起义军首领，屯乌聊山，为吴将贺齐讨平。,未知,http://www.e3ol.com/biography/pic/id/240/3477.jpg,http://www.e3ol.com/biography/html/毛甘/,1,0
2550,郭缊,男,郭緼,？-？,史实人物,并州太原郡阳曲(山西太原市北),郭全,未知,未知,未知,郭淮|郭配|郭豫|郭镇,暂无相关记载,东汉,东汉,0,未知,0,未知,郭淮父，官至雁门太守。,未知,http://www.e3ol.com/biography/pic/id/240/2550.jpg,http://www.e3ol.com/biography/html/郭缊/,1,0
3758,沙末汗,男,沙末汗,？-？,史实人物,暂无相关记载,厥机,未知,未知,未知,未知,暂无相关记载,少数民族,少数民族,0,未知,0,未知,东汉末鲜卑首领。建安中，其父厥机死，被曹操立为亲汉王。延康初，又遣使向曹魏献马。,未知,http://www.e3ol.com/biography/pic/id/240/3758.jpg,http://www.e3ol.com/biography/html/沙末汗/,1,0
2355,高承,男,高承,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,孙策部将。任五官掾。曾与奉正都尉刘由奉策命前往许昌，贡献方物。,未知,http://www.e3ol.com/biography/pic/id/240/2355.jpg,http://www.e3ol.com/biography/html/高承/,1,0
2261,樊陵,男,德云,？-？,史实人物,荆州南阳郡鲁阳(河南平顶山市鲁山县),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,祖樊英为安帝时学者、术士。初为永乐少府，后以谄事宦官，并纳货财，致为司徒、太尉，旋罢。灵帝中平六年（189），宦官张让、段珪发动宫廷政变，署陵为司隶校尉。未几，司隶校尉袁绍勒兵诛张、段二人，遂收陵斩之。,未知,http://www.e3ol.com/biography/pic/id/240/2261.jpg,http://www.e3ol.com/biography/html/樊陵/,1,0
2529,郭全,男,郭全,？-？,史实人物,并州太原郡阳曲(山西太原市北),未知,未知,未知,未知,郭缊,暂无相关记载,东汉,东汉,0,未知,0,未知,官至大司农。,未知,http://www.e3ol.com/biography/pic/id/240/2529.jpg,http://www.e3ol.com/biography/html/郭全/,1,0
1930,陈奉,男,陳奉,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,嘉禾三年（234），为校尉，随使者谢宏等至高句骊，拜句骊王宫为单于。,未知,http://www.e3ol.com/biography/pic/id/240/1930.jpg,http://www.e3ol.com/biography/html/陈奉/,1,0
4981,育延,男,育延,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,少数民族,少数民族,0,未知,0,未知,鲜卑大人。魏略曰：鲜卑大人育延，常为州所畏，而一旦将其部落五千余骑诣习，求互市。习念不听则恐其怨，若听到州下，又恐为所略，于是乃许之往与会空城中交市。遂敕郡县，自将治中以下军往就之。市易未毕，市吏收缚一胡。延骑皆惊，上马弯弓围习数重，吏民惶怖不知所施。习乃徐呼市吏，问缚胡意，而胡实侵犯人。习乃使译呼延，延到，习责延曰：“汝胡自犯法，吏不侵汝，汝何为使诸骑惊骇邪？”遂斩之，馀胡破胆不敢动。是后无寇虏。,未知,http://www.e3ol.com/biography/pic/id/240/4981.jpg,http://www.e3ol.com/biography/html/育延/,1,0
2234,杜挚,男,德鲁,？-？,史实人物,司隶河东郡闻喜(山西运城市闻喜县),未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,善文赋。初为司徒军谋吏。后举孝廉，任郎中，转补校书。有集二卷，今佚。,未知,http://www.e3ol.com/biography/pic/id/240/2234.jpg,http://www.e3ol.com/biography/html/杜挚/,1,0
929,陈应[刘表],男,陳應,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,管军校尉,刘表,刘表,1,公元208年,1,第52回,虚构人物，出自三国演义。,桂阳太守赵范的管军校尉，原为桂阳岒山乡猎戶出身，善使飞叉，与同是猎戶出身、曾射杀双虎的鲍隆皆自恃勇力，劝本欲降刘备的赵范出兵相拒，不过与赵云交锋便被生擒。赵云放陈应回桂阳，令其劝赵范投降。赵范降后因失言而自不安，欲反，与陈应、鲍隆商议，鲍隆建议行诈降计，但为赵云识破，双双被斩。,http://www.e3ol.com/biography/pic/id/240/929.jpg,http://www.e3ol.com/biography/html/陈应[刘表]/,1,0
2441,龚衡,男,龔衡,？-？,史实人物,益州巴郡安汉(四川南充市东北近郊),未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,景耀中为领军。,未知,http://www.e3ol.com/biography/pic/id/240/2441.jpg,http://www.e3ol.com/biography/html/龚衡/,1,0
6136,乌获,男,未知,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,其他,其他,0,未知,1,第22回,战国时秦国勇士。秦武王力大好戏耍，乌获等遂受宠。获与任鄙、孟说皆至大官。,战国时秦国勇士。秦武王力大好戏耍，乌获等遂受宠。获与任鄙、孟说皆至大官。演义中有提及此人。,http://www.e3ol.com/biography/pic/id/240/6136.jpg,http://www.e3ol.com/biography/html/乌获/,1,0
4328,卫固,男,仲坚,？-206,史实人物,司隶河东郡(山西运城市夏县西北禹王城),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,初为河东郡掾。建安十年（205），并州刺史高干叛，张晟等应之。固亦起兵叛乱，以应高干。次年，曹操遣将平叛，斩固。,未知,http://www.e3ol.com/biography/pic/id/240/4328.jpg,http://www.e3ol.com/biography/html/卫固/,1,0
313,兀突骨,男,兀突骨,虚构人物,虚构人物,乌戈国(阿富汗西部赫拉特),未知,未知,未知,未知,未知,暂无相关记载,少数民族,少数民族,1,公元225年,1,第90回,虚构人物，出自三国演义。,南蛮乌戈国之主，是身长十二尺的巨汉。孟获遭到六擒六纵之後向兀突骨救援，兀突骨亲自带领两名兵长土安、奚泥及三万藤甲兵去攻蜀。在连胜魏延十五阵之後，追击至蟠蛇谷，被诸葛亮埋伏，以火攻反击之，兀突骨及其三万部下全部战死。,http://www.e3ol.com/biography/pic/id/240/313.jpg,http://www.e3ol.com/biography/html/兀突骨/,1,0
3767,上官雝,男,子修,？-？,史实人物,凉州天水郡(甘肃),未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,行中典军讨虏将军。,未知,http://www.e3ol.com/biography/pic/id/240/3767.jpg,http://www.e3ol.com/biography/html/上官雝/,1,0
2500,郭敞,男,泰中,？-？,史实人物,豫州颍川郡阳翟(河南许昌市禹州),郭奕[魏],未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,郭嘉之孙。有才识，位散骑常侍。,未知,http://www.e3ol.com/biography/pic/id/240/2500.jpg,http://www.e3ol.com/biography/html/郭敞/,1,0
5755,云英,女,雲英,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,1,公元200年,1,第23回,虚构人物，出自三国演义。,董承的侍妾，因与董承家奴秦庆童有染被发现而受到杖脊四十，秦庆童怀恨在心，向曹操告发了董承的玉带诏密谋，导致董承被杀。,http://www.e3ol.com/biography/pic/id/240/5755.jpg,http://www.e3ol.com/biography/html/云英/,1,0
2973,狼岑,男,狼岑,？-？,史实人物,益州越巂郡定莋(四川凉山彝族自治州盐源县东北卫城),未知,未知,未知,未知,未知,暂无相关记载,少数民族,少数民族,0,未知,0,未知,少数民族首领、豪户。槃木王舅舅。甚为蛮夷所信任，对蜀将张嶷进入定莋不满，拒不往见张嶷，被嶷收捕鞭死。嶷还尸其族，宣布岑罪，定莋遂服。,未知,http://www.e3ol.com/biography/pic/id/240/2973.jpg,http://www.e3ol.com/biography/html/狼岑/,1,0
4262,王坦之,男,文度,330-375(46岁),史实人物,并州太原郡晋阳(山西太原市西南营西古城),王述,未知,未知,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,尚书令王述子。少时与郗超齐名。先后任侍中、中书令、丹杨尹、北中郎将，徐兖二州刺史等职。孝武帝宁康三年（375）卒，年四十六，追赠安北将军，谥曰献。坦之不重儒教，颇尚刑名学，著有《废莊论》等。,未知,http://www.e3ol.com/biography/pic/id/240/4262.jpg,http://www.e3ol.com/biography/html/王坦之/,1,0
2640,何熙,男,孟孙,？-109,史实人物,豫州陈国阳夏(河南周口市太康县),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,少有大志，不拘小节。永元中，举孝廉，为谒者，参拜殿中。和帝赞赏其威容，擢为御史中丞，历司隶校尉、大司农。永初三年（109），匈奴南单于和乌丸俱举兵反，以熙行车骑将军征之，累有功。暴病而卒。,未知,http://www.e3ol.com/biography/pic/id/240/2640.jpg,http://www.e3ol.com/biography/html/何熙/,1,0
123,王威,男,王威,？-？,史实人物,益州广汉郡(四川广汉市),王离,未知,未知,未知,未知,暂无相关记载,刘表,刘表,2,公元207年|公元208年,2,第34回|第41回,《汉晋春秋》载：荆将王威曾向刘琮献计道：「曹操得知将军（指刘琮）既降，刘备已走，必然解弛无备，轻行单进；若给我数千奇兵，于险地加以邀击，必可擒曹操。擒曹操即能威震天下，坐而虎步，中夏之地虽广，可传檄而定，这不只是收一胜之功以保守今日而已。今此难遇之机，实不可失。」可惜刘琮不纳其言。,乃忠义之士。刘备往荆州依附刘表时，蔡瑁深忌刘备，欲于宴会上构杀之，蒯越用计使王威与文聘调开赵云，使刘备几为所害。曾向刘琮献计道「将军既降，玄德已走，曹操必然懈弛无备；愿将军奋整奇兵，设于险处击之，操可获矣。获操则威震天下，中原虽广，可传檄而定。此难遇之机，不可失也。」却为蔡瑁所阻，王威因而大骂瑁为「卖国之徒」。后曹操表刘琮为青州刺史，使远离故乡，时只有王威追随。曹操复遣于禁追杀刘琮等人，王威亦于乱军中殉主。,http://www.e3ol.com/biography/pic/id/240/123.jpg,http://www.e3ol.com/biography/html/王威/,1,0
222,审配,男,正南,？-204,史实人物,冀州魏郡(河北邯郸市临漳县西南),未知,未知,未知,未知,未知,治中,袁绍,袁绍,7,公元195年|公元199年|公元200年|公元201年|公元202年|公元203年|公元204年,7,第13回|第22回|第26回|第27回|第30回|第31回|第32回,以正直不得志于韩馥，袁绍领冀州，被委以腹心之任，并总幕府。河北平定，袁绍以审配、逢纪统军事，配峙其强盛，力主与曹操决战。官渡战败，审配二子被俘，反因此受谮见疑。袁绍病死，审配等矫诏立袁尚为嗣，导致兄弟相争，被曹操各个击破。曹操围邺，审配死守数月，终城破被擒，拒不投降，慷慨受死。,袁绍平定河北，正值徐州刘备求救，审配恃其强盛，力主兴兵讨曹，袁绍遂以审配、逢纪为统军，兵发黎阳。官渡对峙，审配献计起土山地道，使曹军皆蒙盾伏地。连战皆败，袁绍病死，审配等立袁尚为嗣，引发兄弟纷争，并屡劝袁尚攻击袁谭，致使谭困而投敌。曹操围邺，审配拒守数月不下，后其侄审荣开门迎敌，审配死战，被徐晃所擒，拒不投降，北跪受刑，引颈就刃。 ,http://www.e3ol.com/biography/pic/id/240/222.jpg,http://www.e3ol.com/biography/html/审配/,1,0
5112,张泓,男,張泓,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,西晋将领。武帝时为给事。赵王伦篡位，为征虏将军。齐王冏等举兵讨他，伦分兵拒之，以泓等拒冏。泓于势穷时降冏。,未知,http://www.e3ol.com/biography/pic/id/240/5112.jpg,http://www.e3ol.com/biography/html/张泓/,1,0
5142,张礼,男,張禮,？-？,史实人物,豫州颍川郡(河南许昌市禹州),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,为郡主记掾，甚得太守阴修赏识。,未知,http://www.e3ol.com/biography/pic/id/240/5142.jpg,http://www.e3ol.com/biography/html/张礼/,1,0
